ID,category,amount,gender,zip,lat,long,city_pop,job,merch_lat,merch_long,is_fraud
1086,misc_net,87.59,M,78631,30.2816,-99.241,2395,"Pharmacist, community",29.547136,-98.517919,0
1087,health_fitness,29.56,F,56548,47.3551,-96.798,771,"Scientist, audiological",46.840838,-95.831902,0
1088,kids_pets,61.92,F,95537,40.7268,-124.2174,276,"Scientist, audiological",41.322778,-123.546066,0
1089,misc_pos,51.26,F,62075,39.3036,-89.2853,3458,Building surveyor,39.241002,-89.74546,0
1090,gas_transport,94.55,F,23666,37.0462,-76.4096,136895,Accounting technician,37.796356,-76.531188,0
1091,kids_pets,74.46,F,75858,31.3833,-95.0619,43,"Engineer, production",32.055034,-94.340934,0
1092,kids_pets,161.77,M,20895,39.0298,-77.0793,19054,Operations geologist,39.439445,-77.186653,0
1093,kids_pets,26.76,M,77566,29.0393,-95.4401,28739,Futures trader,28.300187,-95.637376,0
1094,home,48.65,M,87035,34.9889,-106.0609,7268,"Therapist, art",35.235341,-105.364306,0
1095,shopping_pos,2.05,F,38949,34.1992,-89.382,297,"Administrator, local government",35.153353,-89.582869,0
1096,kids_pets,111.28,F,74130,36.2395,-95.9596,413574,Bookseller,35.469368,-96.331753,0
1097,grocery_net,42.63,M,83120,43.0172,-111.0292,471,"Education officer, museum",43.076191,-111.29194,0
1098,shopping_pos,4.89,M,7750,40.333,-73.9809,3279,Health promotion specialist,40.15765,-74.609491,0
1099,health_fitness,42.82,F,28654,36.0788,-81.1781,3495,"Psychologist, counselling",36.725612,-82.131944,0
1100,shopping_net,1.19,M,35811,34.7789,-86.5438,190178,Television production assistant,35.67178,-86.089626,0
1101,food_dining,59.09,F,46254,39.849,-86.272,910148,Firefighter,39.477942,-85.832145,0
1102,kids_pets,13.57,F,33872,27.4703,-81.4872,50835,Environmental consultant,26.513995,-82.482453,0
1103,health_fitness,66.37,M,48088,42.5164,-82.9832,134056,"Doctor, hospital",42.335759,-82.741848,0
1104,travel,5.58,F,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",37.849965,-89.872125,0
1105,shopping_pos,5.62,M,4287,44.0575,-69.9656,3224,"Engineer, electronics",43.847948,-69.499612,0
1106,food_dining,73.99,M,12093,42.4999,-74.6117,1666,Diagnostic radiographer,42.237105,-73.894664,0
1107,travel,8.07,F,82063,41.0539,-106.0763,100,Public librarian,42.028144,-106.713242,0
1108,food_dining,143.44,F,83869,47.9657,-116.868,4161,Production manager,47.95528,-116.328735,0
1109,food_dining,113.14,F,98027,47.4974,-122.0107,50489,Osteopath,46.807097,-121.535863,0
1110,kids_pets,6.27,M,12534,42.247,-73.7552,17867,Travel agency manager,43.036736,-72.994377,0
1111,kids_pets,40.52,F,25526,38.4257,-81.9943,21902,Sub,38.492704,-82.441094,0
1112,misc_net,2.62,F,29170,33.9568,-81.1405,52126,Chemical engineer,33.349385,-80.435355,0
1113,gas_transport,62.51,M,13425,42.9576,-75.4838,1970,"Programmer, multimedia",43.506376,-76.080491,0
1114,shopping_pos,146.97,F,99323,46.1966,-118.9017,3684,Musician,46.143835,-118.059623,0
1115,shopping_pos,1.1,F,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,40.774853,-74.264652,0
1116,home,1.76,M,39665,31.6453,-90.1801,1196,"Librarian, academic",31.649617,-90.880088,0
1117,entertainment,53.65,F,43160,39.537,-83.455,22305,Television floor manager,38.899981,-83.226728,0
1118,gas_transport,53.02,F,64726,38.5319,-93.9221,467,Agricultural consultant,38.267587,-94.403268,0
1119,shopping_pos,5.52,M,35811,34.7789,-86.5438,190178,Television production assistant,35.594033,-86.271453,0
1120,shopping_pos,8.04,F,59448,48.2777,-112.8456,743,Water engineer,48.822859,-113.73276,0
1121,grocery_pos,100.8,F,25106,38.8265,-82.1364,642,Building services engineer,37.890204,-82.326559,0
1122,grocery_net,42.35,F,28073,35.1836,-81.4552,5621,Toxicologist,34.58589,-81.53689,0
1123,entertainment,81.87,M,32044,29.8575,-82.1483,2060,Oncologist,29.862034,-83.106474,0
1124,home,18.43,F,64470,40.1362,-95.2138,1631,Architect,39.530731,-96.179027,0
1125,food_dining,12.77,M,36775,32.2844,-86.992,800,Learning disability nurse,32.561949,-86.63087,0
1126,entertainment,8.01,F,50312,41.5855,-93.6719,222785,Wellsite geologist,41.909236,-93.534782,0
1127,food_dining,75.02,M,5654,44.1554,-72.4847,970,Agricultural consultant,45.13395,-71.746789,0
1128,shopping_net,480.92,F,77026,29.7972,-95.3288,2906700,Animator,29.9279,-96.081254,0
1129,grocery_pos,66.45,M,38761,33.4783,-90.5142,2870,Chartered public finance accountant,32.925441,-89.78227,0
1130,shopping_net,92.58,M,15324,40.1008,-80.0652,632,Dealer,40.03866,-80.588719,0
1131,health_fitness,26.13,F,56546,47.0999,-96.727,346,"Research officer, trade union",46.22846,-97.181283,0
1132,kids_pets,74.35,F,3452,42.8178,-72.0275,5457,"Surveyor, hydrographic",43.256739,-72.431193,0
1133,home,65.42,M,73624,35.3492,-99.188,2142,Politician's assistant,35.222199,-98.948173,0
1134,kids_pets,33.36,M,73719,36.9412,-98.2458,83,Barrister's clerk,36.26099,-98.649443,0
1135,home,80.9,M,70531,30.251,-92.5002,1261,Broadcast presenter,29.994117,-92.919761,0
1136,personal_care,34.62,F,69165,41.1558,-101.136,1789,Insurance broker,40.352529,-101.78152,0
1137,gas_transport,59.06,F,63665,37.3272,-91.0243,241,Investment analyst,37.565603,-90.543302,0
1138,home,59.48,F,67556,38.5957,-99.554,320,Film/video editor,37.978386,-100.074975,0
1139,entertainment,36.24,F,64058,39.1412,-94.3515,123373,"Engineer, production",40.050437,-94.98923,0
1140,misc_pos,1.11,M,20895,39.0298,-77.0793,19054,Operations geologist,38.39447,-77.828688,0
1141,travel,7.42,M,16239,41.4622,-79.1306,4172,"Copywriter, advertising",41.831497,-78.691906,0
1142,home,3.7,F,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",30.639496,-83.947972,0
1143,home,131.8,M,27311,36.4899,-79.4736,3402,Insurance underwriter,36.649357,-79.497367,0
1144,entertainment,48.69,F,12037,42.3496,-73.5873,4015,Human resources officer,43.028544,-73.74822,0
1145,misc_pos,1.34,F,79842,30.1886,-103.2214,498,Lexicographer,31.013022,-104.063855,0
1146,personal_care,8.25,M,22213,38.8954,-77.1633,207410,Mudlogger,38.098109,-76.947888,0
1147,personal_care,52.09,F,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",20.216481,-154.959774,0
1148,food_dining,40.78,F,99160,48.8878,-118.2105,149,Special educational needs teacher,48.615305,-119.092474,0
1149,food_dining,8.32,M,35049,33.9778,-86.5598,3996,Aid worker,34.460821,-86.103444,0
1150,misc_pos,4.07,F,68859,41.4972,-98.7858,509,"Nurse, children's",40.570295,-99.395478,0
1151,personal_care,112.81,F,10039,40.8265,-73.9383,1577385,Herbalist,40.630529,-74.689204,0
1152,misc_pos,9.88,M,49632,44.2529,-85.017,1126,Furniture designer,44.483143,-84.295714,0
1153,food_dining,53.64,M,45801,40.7641,-84.0973,86954,"Copywriter, advertising",41.256531,-84.456564,0
1154,grocery_net,63.56,M,7208,40.6747,-74.2239,124967,Operational researcher,40.232775,-75.160636,0
1155,kids_pets,32.93,M,43760,39.8788,-82.188,1831,Barrister's clerk,40.678764,-81.545384,0
1156,gas_transport,61.95,F,97403,44.0385,-123.0614,191096,"Scientist, physiological",43.477115,-123.339271,0
1157,food_dining,22.17,M,60193,42.0144,-88.0935,92294,Claims inspector/assessor,41.967805,-87.338385,0
1158,shopping_net,5.2,M,63829,36.0434,-90.2907,1120,Television floor manager,36.334277,-89.500723,0
1159,home,5.21,F,57374,43.7557,-97.5936,343,"Development worker, international aid",44.077839,-97.443474,0
1160,shopping_net,1.97,F,92648,33.6773,-118.0051,190249,"Therapist, horticultural",34.2536,-117.07466,0
1161,grocery_pos,204.11,F,75662,32.3836,-94.8653,24536,Multimedia programmer,32.663528,-94.919327,0
1162,shopping_pos,123.09,M,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,43.47035,-95.455294,0
1163,personal_care,37.01,M,39665,31.6453,-90.1801,1196,"Librarian, academic",31.723365,-90.616202,0
1164,shopping_pos,65.71,F,95537,40.7268,-124.2174,276,"Scientist, audiological",41.16382,-124.324232,0
1165,home,40.97,M,80014,39.6662,-104.835,389246,"Scientist, marine",39.041444,-105.296943,0
1166,food_dining,33.14,M,50598,43.0261,-94.4064,912,Optometrist,43.249423,-94.700935,0
1167,grocery_pos,299.02,F,84325,41.71,-111.9817,2078,"Scientist, audiological",41.643167,-112.296253,1
1168,home,1.96,F,99160,48.8878,-118.2105,149,Special educational needs teacher,49.701125,-117.915466,0
1169,health_fitness,28.38,M,16239,41.4622,-79.1306,4172,"Copywriter, advertising",41.565013,-78.363546,0
1170,gas_transport,66.72,F,98238,48.34,-122.3456,85,"Research officer, political party",47.98692,-122.344181,0
1171,grocery_pos,314.78,M,17051,40.5046,-77.7186,4653,Nutritional therapist,40.099952,-78.08972,1
1172,health_fitness,80.65,F,31092,32.0913,-83.7922,7420,Phytotherapist,32.842621,-83.613384,0
1173,grocery_pos,131.86,F,68859,41.4972,-98.7858,509,"Nurse, children's",42.110025,-98.517214,0
1174,kids_pets,54.71,M,28117,35.584,-80.8685,69793,Control and instrumentation engineer,35.401041,-80.55151,0
1175,entertainment,2.22,M,83643,44.6255,-116.4493,129,Cartographer,44.121085,-115.780436,0
1176,health_fitness,12.38,M,76566,31.4841,-97.9903,258,Web designer,31.280679,-97.219759,0
1177,misc_net,3.11,M,56019,44.1111,-94.9134,914,Health and safety adviser,43.355712,-94.842442,0
1178,misc_pos,4.48,M,89512,39.5483,-119.7957,276896,Immunologist,40.06178,-120.691758,0
1179,food_dining,58.69,F,50312,41.5855,-93.6719,222785,Wellsite geologist,41.805649,-93.727485,0
1180,food_dining,82.12,F,17327,39.7813,-76.7477,7565,Insurance claims handler,40.198665,-77.683955,0
1181,gas_transport,63.63,M,58015,46.5522,-96.7909,291,Television floor manager,46.069106,-97.054801,0
1182,grocery_pos,97.31,M,40056,38.3039,-85.4834,3263,Stage manager,37.664658,-85.513273,0
1183,personal_care,20.18,F,74536,34.5906,-95.38,1760,Occupational psychologist,33.693663,-95.829959,0
1184,personal_care,9.95,M,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,43.997411,-86.257615,0
1185,grocery_pos,107.98,F,68950,40.4542,-98.6538,331,Telecommunications researcher,39.857314,-99.342536,0
1186,travel,7.27,F,84002,40.3207,-110.436,302,"Sales professional, IT",39.590885,-110.8736,0
1187,entertainment,5.81,F,36507,30.8635,-87.7644,19090,Science writer,31.77527,-87.369372,0
1188,gas_transport,64.28,F,39897,30.8836,-84.3246,3430,"Editor, commissioning",31.282004,-83.812891,0
1189,grocery_pos,50.54,M,70056,29.8872,-90.0331,55581,Biomedical scientist,30.446765,-90.646378,0
1190,shopping_pos,4.94,M,61335,41.173,-89.2187,532,Audiological scientist,40.392168,-89.240343,0
1191,grocery_pos,70.95,F,79539,33.3749,-99.8473,178,Warden/ranger,33.545764,-100.535998,0
1192,health_fitness,4.7,M,12992,44.797,-73.5112,4778,Engineering geologist,44.608638,-72.771837,0
1193,entertainment,80.42,M,60072,42.4048,-88.3054,928,Outdoor activities/education manager,41.874797,-88.918287,0
1194,shopping_pos,132.97,M,54441,44.6437,-90.1031,828,Arts development officer,44.631527,-89.59375,0
1195,gas_transport,90.69,F,16839,41.0036,-78.1104,489,Pension scheme manager,41.777886,-77.359998,0
1196,shopping_net,240.52,F,75092,33.6372,-96.6184,46563,Systems developer,32.99549,-96.584498,0
1197,grocery_pos,117.06,M,59542,48.8328,-108.3961,192,Further education lecturer,48.710877,-109.379304,0
1198,home,29.31,F,39653,31.4285,-90.8578,2799,"Therapist, horticultural",30.816791,-90.421623,0
1199,shopping_pos,6.22,M,28117,35.584,-80.8685,69793,Control and instrumentation engineer,36.127188,-81.050749,0
1200,personal_care,1.01,F,1257,42.1001,-73.3611,2121,Radio producer,42.197642,-73.007094,0
1201,shopping_net,8.76,F,14510,42.6835,-77.8664,4895,Acupuncturist,42.452994,-77.272751,0
1202,shopping_net,7.56,M,94569,38.046,-122.1866,198,Armed forces training and education officer,38.007498,-121.7053,0
1203,travel,3.17,F,73027,35.8985,-97.2607,1493,Amenity horticulturist,35.584302,-96.739669,0
1204,shopping_net,6.87,M,68973,40.4591,-98.5551,463,"Nurse, mental health",40.723807,-99.298411,0
1205,grocery_pos,94.33,F,15377,39.9914,-80.4408,724,Theme park manager,40.518368,-80.724943,0
1206,grocery_pos,143.6,M,71960,34.4596,-93.6743,1383,Magazine features editor,35.340316,-93.225898,0
1207,food_dining,63.19,M,49629,44.8955,-85.4082,2223,Chief Financial Officer,44.309511,-86.287397,0
1208,grocery_net,71.2,M,73134,35.6174,-97.5583,640470,Advertising copywriter,35.747253,-97.300466,0
1209,home,29.76,F,98836,47.4852,-120.4158,584,Medical technical officer,48.384222,-120.564305,0
1210,personal_care,57.78,F,6782,41.6611,-73.0449,2376,Herpetologist,42.094572,-72.621659,0
1211,personal_care,25.05,F,10039,40.8265,-73.9383,1577385,Herbalist,40.767134,-73.232436,0
1212,shopping_pos,54.02,F,33470,26.7383,-80.276,26551,Paramedic,27.074248,-80.304798,0
1213,entertainment,39.63,F,75934,30.9,-94.7547,99,Colour technologist,31.288961,-95.180252,0
1214,entertainment,161.82,F,75703,32.2768,-95.3031,144160,Sports development officer,32.301355,-95.077725,0
1215,health_fitness,3.3,F,75452,33.4044,-96.2238,4090,Sub,32.574247,-95.82224,0
1216,food_dining,147.49,F,67038,37.1641,-96.6917,602,"Buyer, industrial",37.195153,-95.703678,0
1217,shopping_pos,8.65,F,76578,30.592,-97.2893,1766,Press sub,30.866643,-97.560735,0
1218,shopping_net,2.53,F,77412,29.6047,-96.5249,106,"Editor, film/video",29.449132,-96.622494,0
1219,health_fitness,1.11,F,84003,40.3928,-111.7941,42384,Futures trader,41.086603,-111.520481,0
1220,travel,8.62,M,54229,44.5592,-87.8235,4306,Art therapist,45.423996,-88.311865,0
1221,grocery_pos,230.75,F,82072,41.4247,-105.4781,35371,"Pilot, airline",41.491559,-105.820306,0
1222,food_dining,43,M,44702,40.8027,-81.3739,192805,Building control surveyor,41.582418,-80.387244,0
1223,personal_care,71.38,M,82936,41.0552,-110.1603,49,Research scientist (physical sciences),41.844975,-110.876714,0
1224,kids_pets,152.62,F,16858,41.0001,-78.2357,3688,Dispensing optician,41.550141,-78.335864,0
1225,misc_pos,8.65,F,49895,46.3535,-86.6345,765,Immunologist,45.361109,-87.542652,0
1226,grocery_pos,108.91,M,35776,34.6689,-86.2296,3395,"Editor, commissioning",35.662508,-85.403769,0
1227,personal_care,3.86,F,75662,32.3836,-94.8653,24536,Multimedia programmer,33.136454,-95.184598,0
1228,shopping_pos,7.86,F,97375,44.9897,-122.6187,1252,"Engineer, petroleum",44.044437,-121.638031,0
1229,kids_pets,54.81,F,6782,41.6611,-73.0449,2376,Herpetologist,41.72352,-74.023723,0
1230,misc_pos,5.55,F,98027,47.4974,-122.0107,50489,Osteopath,46.906399,-122.476318,0
1231,personal_care,133.31,M,51632,40.7491,-95.038,7297,IT trainer,41.708097,-95.267318,0
1232,shopping_net,1108.62,M,76366,33.6751,-98.6576,2317,Chief Technology Officer,32.901461,-98.770651,1
1233,shopping_pos,8.98,F,29939,32.6786,-81.2455,302,Magazine features editor,33.039335,-81.842077,0
1234,gas_transport,62.04,F,24070,37.3696,-80.1284,1363,Equality and diversity officer,38.253365,-79.449047,0
1235,gas_transport,72.37,M,12575,41.4575,-74.1659,2258,Building surveyor,40.682235,-74.100291,0
1236,shopping_pos,37.88,M,79906,31.8092,-106.4247,749635,Market researcher,31.092642,-105.47023,0
1237,kids_pets,35.82,F,23666,37.0462,-76.4096,136895,Accounting technician,36.758984,-75.653594,0
1238,grocery_pos,72.07,F,77358,30.5354,-95.4532,4993,"Scientist, biomedical",29.881368,-96.090263,0
1239,travel,3.41,F,82514,43.0048,-108.8964,1645,Information systems manager,42.059165,-109.369826,0
1240,gas_transport,77.19,M,17051,40.5046,-77.7186,4653,Nutritional therapist,41.17818,-77.585607,0
1241,travel,5.22,F,24970,37.7418,-80.4626,4575,Statistician,38.526734,-80.116943,0
1242,entertainment,51.66,F,43070,40.2158,-83.9579,133,Professor Emeritus,39.948331,-84.936047,0
1243,grocery_pos,97.55,M,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",40.888334,-98.43645,0
1244,travel,5.66,F,82514,43.0048,-108.8964,1645,Information systems manager,43.08937,-108.008073,0
1245,grocery_net,44.19,M,95629,38.5234,-120.6763,832,Immigration officer,38.326661,-120.094068,0
1246,health_fitness,76.58,M,78631,30.2816,-99.241,2395,"Pharmacist, community",31.031096,-98.732806,0
1247,personal_care,16.2,F,49879,46.368,-87.9938,1038,Armed forces training and education officer,46.435003,-88.940809,0
1248,entertainment,24.38,F,69165,41.1558,-101.136,1789,Insurance broker,40.820102,-100.258777,0
1249,grocery_pos,127.31,M,31561,31.1989,-81.3322,298,"Engineer, structural",31.723262,-80.990667,0
1250,home,110.56,M,54154,44.8755,-88.1555,5548,Mining engineer,44.805336,-87.665444,0
1251,misc_pos,34.25,M,59014,45.2857,-108.9082,1446,Chartered loss adjuster,44.649062,-108.156593,0
1252,gas_transport,75.88,M,87035,34.9889,-106.0609,7268,"Therapist, art",34.112041,-106.253939,0
1253,grocery_pos,236.37,F,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",32.536707,-97.759053,0
1254,home,88.28,M,50073,41.8114,-93.4855,1195,Trading standards officer,42.209151,-94.023317,0
1255,shopping_pos,5.34,F,18433,41.5744,-75.5881,6508,Training and development officer,42.521305,-74.847677,0
1256,shopping_net,623.33,F,27522,36.1124,-78.6476,12335,Chief Strategy Officer,36.556698,-79.001448,0
1257,kids_pets,4.69,M,24340,36.7779,-81.7676,5657,Clinical psychologist,36.196551,-81.042438,0
1258,personal_care,9.58,M,10604,41.0592,-73.7395,11250,Lexicographer,40.115304,-74.412205,0
1259,misc_pos,9.74,M,38060,35.2229,-89.5518,9496,Furniture conservator/restorer,34.775172,-88.763444,0
1260,misc_pos,3.38,F,13304,43.2237,-75.1612,1684,IT trainer,43.05109,-74.553782,0
1261,kids_pets,56.87,M,40914,37.1046,-83.5706,467,"Psychologist, forensic",36.773926,-83.617239,0
1262,gas_transport,39.02,F,29911,32.9413,-81.1807,1725,Social researcher,33.071635,-80.970893,0
1263,kids_pets,21.99,F,75092,33.6372,-96.6184,46563,Systems developer,33.008859,-97.481571,0
1264,home,45.54,F,26292,39.1505,-79.503,836,Forensic psychologist,38.506377,-79.131547,0
1265,home,125.1,M,53120,42.8035,-88.4092,9679,"Engineer, production",41.913533,-87.919494,0
1266,food_dining,73.66,M,68723,42.277,-97.1926,566,Metallurgist,42.026227,-98.148758,0
1267,home,19.34,F,12419,41.8467,-74.1038,722,Comptroller,42.73074,-73.393283,0
1268,home,83.56,M,79085,34.7437,-102.5064,53,Fisheries officer,34.014939,-103.219008,0
1269,gas_transport,71.29,M,39113,32.9013,-91.0286,595,Technical brewer,33.736524,-90.699218,0
1270,home,110.36,F,7980,40.6774,-74.4968,2307,Science writer,41.050854,-73.968741,0
1271,travel,1.79,F,39769,33.357,-89.0473,1923,Medical physicist,33.137587,-88.243921,0
1272,personal_care,443.89,F,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",33.032037,-119.380955,0
1273,kids_pets,96.1,M,44857,41.2403,-82.6078,23805,Copy,41.240582,-82.386082,0
1274,grocery_pos,390,F,33470,26.7383,-80.276,26551,Paramedic,25.970589,-80.478636,1
1275,gas_transport,92.48,F,92637,33.615,-117.7114,45303,Sales executive,33.686579,-117.321454,0
1276,gas_transport,67.68,M,12455,42.1852,-74.6178,1988,Environmental health practitioner,42.350651,-73.76479,0
1277,gas_transport,61.73,M,35811,34.7789,-86.5438,190178,Television production assistant,34.132939,-86.143776,0
1278,kids_pets,46.85,M,96135,40.0235,-120.7986,128,Education administrator,40.181355,-120.432527,0
1279,shopping_pos,5.87,F,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",30.90688,-84.042438,0
1280,misc_net,2.01,F,36758,32.6176,-86.9475,1412,Drilling engineer,32.012154,-86.743483,0
1281,entertainment,8.43,M,11768,40.9051,-73.3309,21902,Tour manager,41.673846,-73.405684,0
1282,shopping_pos,9.28,M,39665,31.6453,-90.1801,1196,"Librarian, academic",31.023931,-89.437475,0
1283,gas_transport,43.13,F,79237,34.8698,-100.6806,513,Early years teacher,35.156413,-100.494299,0
1284,grocery_pos,125.35,M,99783,64.7556,-165.6723,145,"Administrator, education",65.140174,-165.486588,0
1285,shopping_pos,5.05,M,4287,44.0575,-69.9656,3224,"Engineer, electronics",44.471586,-70.167761,0
1286,personal_care,206.75,M,48221,42.426,-83.15,673342,Retail manager,43.27633,-82.818514,0
1287,misc_net,2.37,F,6782,41.6611,-73.0449,2376,Herpetologist,42.398239,-72.503036,0
1288,home,4.29,F,13304,43.2237,-75.1612,1684,IT trainer,42.288453,-74.92193,0
1289,personal_care,34.53,M,48371,42.8223,-83.2829,24840,Agricultural consultant,42.53136,-83.669904,0
1290,home,1.76,M,35776,34.6689,-86.2296,3395,"Editor, commissioning",34.560915,-87.052347,0
1291,shopping_net,5.08,F,29911,32.9413,-81.1807,1725,Social researcher,32.513731,-82.16123,0
1292,kids_pets,43.55,F,68881,41.4193,-99.3844,73,Product designer,41.922734,-98.847224,0
1293,travel,121.25,M,37132,35.8596,-86.421,158701,"Journalist, newspaper",35.913181,-86.539116,0
1294,grocery_pos,77.84,F,73027,35.8985,-97.2607,1493,Amenity horticulturist,35.079973,-98.200175,0
1295,shopping_net,99.24,M,14778,42.2701,-78.6847,1453,Toxicologist,42.649893,-79.182368,0
1296,shopping_net,7.09,F,40820,36.7558,-83.1838,581,"Psychologist, counselling",36.245857,-82.843537,0
1297,misc_net,6.55,F,50469,43.0032,-93.2167,1574,"Scientist, audiological",42.11186,-93.794606,0
1298,home,27.98,F,27807,35.8072,-78.0892,6629,Call centre manager,34.918267,-78.942607,0
1299,shopping_pos,4.04,M,96135,40.0235,-120.7986,128,Education administrator,40.832306,-120.641905,0
1300,home,146.14,F,19149,40.0369,-75.0664,1526206,Structural engineer,40.389164,-74.768354,0
1301,misc_pos,88.64,F,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",35.344482,-90.844652,0
1302,misc_net,25.4,F,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",41.628179,-87.170747,0
1303,grocery_net,47.75,M,28611,35.9946,-81.7266,885,Soil scientist,36.027773,-81.919866,0
1304,travel,6.1,M,15686,40.6153,-79.4545,972,Public relations account executive,41.032552,-79.258406,0
1305,misc_pos,168.49,M,12992,44.797,-73.5112,4778,Engineering geologist,45.604174,-73.728826,0
1306,shopping_net,8.32,F,42171,37.0581,-86.1938,6841,"Therapist, sports",37.42603,-87.107351,0
1307,gas_transport,32.46,F,25106,38.8265,-82.1364,642,Building services engineer,39.121766,-81.732434,0
1308,home,54.3,F,14037,42.8112,-78.4481,1166,Colour technologist,42.481879,-78.316631,0
1309,gas_transport,46.81,M,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",35.653742,-91.346504,0
1310,home,75.13,M,31567,31.6143,-82.7243,782,Audiological scientist,31.494395,-82.481798,0
1311,kids_pets,46.65,M,70531,30.251,-92.5002,1261,Broadcast presenter,30.386875,-92.178357,0
1312,shopping_pos,135.36,M,92128,33.0067,-117.069,1241364,Chartered public finance accountant,33.345051,-117.156118,0
1313,shopping_pos,160.18,F,27522,36.1124,-78.6476,12335,Chief Strategy Officer,36.4506,-78.006847,0
1314,gas_transport,60.68,F,76678,31.6591,-96.8094,263,Barrister,31.236561,-96.336424,0
1315,grocery_net,85.92,F,14537,43.033,-77.1575,207,Database administrator,43.135432,-77.514432,0
1316,health_fitness,75.75,F,75662,32.3836,-94.8653,24536,Multimedia programmer,32.7348,-94.116868,0
1317,shopping_net,4.05,M,35049,33.9778,-86.5598,3996,Aid worker,33.612065,-86.356465,0
1318,home,246.43,F,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",33.640195,-117.637378,0
1319,shopping_net,1.26,F,64726,38.5319,-93.9221,467,Agricultural consultant,38.373849,-93.726371,0
1320,misc_pos,52.97,M,8323,39.4055,-75.3209,804,Insurance risk surveyor,38.801123,-74.983808,0
1321,food_dining,39.02,F,47987,40.1186,-87.2602,4049,"Development worker, community",39.771339,-87.778966,0
1322,shopping_pos,1011.73,M,73134,35.6174,-97.5583,640470,Advertising copywriter,36.380097,-96.716255,1
1323,shopping_pos,9.17,M,44702,40.8027,-81.3739,192805,Building control surveyor,40.359525,-81.855007,0
1324,gas_transport,63.66,M,65680,36.6704,-93.0377,1201,"Engineer, agricultural",37.05391,-93.211837,0
1325,shopping_net,15.41,M,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,39.779502,-96.421809,0
1326,personal_care,7.74,F,61454,40.6761,-91.0391,725,Environmental consultant,39.792312,-91.98605,0
1327,shopping_pos,38.03,M,20895,39.0298,-77.0793,19054,Operations geologist,39.139326,-77.020827,0
1328,shopping_net,90.16,M,54441,44.6437,-90.1031,828,Arts development officer,44.605072,-89.853434,0
1329,grocery_net,37.68,F,19149,40.0369,-75.0664,1526206,Structural engineer,40.294812,-74.336318,0
1330,gas_transport,50.41,F,72011,34.5091,-92.4828,4074,"Scientist, audiological",34.389966,-92.474924,0
1331,kids_pets,10.42,M,56019,44.1111,-94.9134,914,Health and safety adviser,45.06831,-94.082864,0
1332,personal_care,4.89,F,98304,46.7531,-121.9898,759,Video editor,47.240085,-122.267617,0
1333,kids_pets,14.95,M,68463,40.8731,-96.1528,1517,Dealer,40.721185,-96.100782,0
1334,grocery_pos,180.34,F,12037,42.3496,-73.5873,4015,Human resources officer,42.783086,-73.958448,0
1335,health_fitness,23.89,F,42731,36.8421,-85.5396,341,Insurance risk surveyor,35.865941,-85.795825,0
1336,misc_pos,2.29,F,72959,35.8312,-94.1187,2786,Musician,35.188385,-94.323117,0
1337,grocery_net,117.56,F,5733,43.8065,-73.0882,5895,"Scientist, marine",42.90951,-72.628686,0
1338,grocery_pos,207.34,F,33872,27.4703,-81.4872,50835,Environmental consultant,26.699901,-80.826631,0
1339,health_fitness,161.63,F,49854,46.0062,-86.2555,6469,Trade mark attorney,45.341631,-86.666729,0
1340,shopping_pos,484.72,F,66018,38.9462,-94.9714,5760,Chief Executive Officer,39.144175,-94.319692,0
1341,grocery_net,29.17,F,46346,41.4802,-86.6919,1423,"Psychologist, forensic",40.895778,-87.174001,0
1342,grocery_pos,179.18,F,82072,41.4247,-105.4781,35371,"Pilot, airline",40.548759,-106.101332,0
1343,misc_pos,51.25,M,92210,33.7163,-116.3381,4677,Learning mentor,34.494268,-116.929495,0
1344,home,77.59,M,61272,41.2153,-90.9879,1504,Manufacturing engineer,41.205225,-91.8021,0
1345,gas_transport,75.87,M,99033,47.2271,-117.0819,895,Clothing/textile technologist,47.42201,-116.810784,0
1346,misc_pos,40.96,M,10463,40.8798,-73.9067,1382480,"Therapist, drama",39.919686,-73.763262,0
1347,food_dining,10.21,M,62360,39.8153,-91.2627,1656,Exhibition designer,40.080558,-92.047638,0
1348,entertainment,19,M,89319,39.3426,-114.8859,450,Interpreter,39.775605,-115.309749,0
1349,gas_transport,66.31,F,17058,40.5553,-77.4001,1909,Mining engineer,41.536522,-77.721028,0
1350,kids_pets,59.62,F,11978,40.8295,-72.6473,3255,Financial trader,41.62642,-72.309473,0
1351,health_fitness,112.69,M,48636,44.6001,-84.2931,864,General practice doctor,45.594976,-84.622338,0
